Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,HBSS_1 Spectral Count,HBSS_2 Spectral Count,HBSS_3 Spectral Count,HBSS_BafA1_1 Spectral Count,HBSS_BafA1_2 Spectral Count,HBSS_BafA1_3 Spectral Count,HBSS_1 Unique Spectral Count,HBSS_2 Unique Spectral Count,HBSS_3 Unique Spectral Count,HBSS_BafA1_1 Unique Spectral Count,HBSS_BafA1_2 Unique Spectral Count,HBSS_BafA1_3 Unique Spectral Count,HBSS_1 Total Spectral Count,HBSS_2 Total Spectral Count,HBSS_3 Total Spectral Count,HBSS_BafA1_1 Total Spectral Count,HBSS_BafA1_2 Total Spectral Count,HBSS_BafA1_3 Total Spectral Count,HBSS_1 Intensity,HBSS_2 Intensity,HBSS_3 Intensity,HBSS_BafA1_1 Intensity,HBSS_BafA1_2 Intensity,HBSS_BafA1_3 Intensity,HBSS_1 MaxLFQ Intensity,HBSS_2 MaxLFQ Intensity,HBSS_3 MaxLFQ Intensity,HBSS_BafA1_1 MaxLFQ Intensity,HBSS_BafA1_2 MaxLFQ Intensity,HBSS_BafA1_3 MaxLFQ Intensity,Indistinguishable Proteins
sp|O00299|CLIC1_HUMAN,O00299,CLIC1_HUMAN,CLIC1,241,Homo sapiens OX=9606,1:Experimental evidence at protein level,Chloride intracellular channel protein 1,1,0.999,14,76,76,76,12,12,14,11,12,15,12,12,14,11,12,15,12,12,14,11,12,15,1.40E+09,1.32E+09,1.39E+09,1.41E+09,1.42E+09,1.37E+09,3.01E+08,2.99E+08,3.03E+08,3.04E+08,3.04E+08,3.03E+08,
sp|O00303|EIF3F_HUMAN,O00303,EIF3F_HUMAN,EIF3F,357,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit F,1,0.999,10,66,66,66,13,12,10,11,9,11,13,12,10,11,9,11,13,12,10,11,9,11,6.47E+08,5.82E+08,6.26E+08,7.82E+08,8.69E+08,6.25E+08,1.84E+08,1.79E+08,1.77E+08,1.82E+08,1.87E+08,1.78E+08,
sp|O00330|ODPX_HUMAN,O00330,ODPX_HUMAN,PDHX,501,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Pyruvate dehydrogenase protein X component, mitochondrial",1,0.9989,3,14,14,14,4,1,3,3,3,0,4,1,3,3,3,0,4,1,3,3,3,0,1.03E+08,7.69E+07,8.29E+07,1.20E+08,1.02E+08,6.36E+07,5.56E+07,6.31E+07,5.47E+07,6.17E+07,5.38E+07,5.54E+07,
sp|O00400|ACATN_HUMAN,O00400,ACATN_HUMAN,SLC33A1,549,Homo sapiens OX=9606,1:Experimental evidence at protein level,Acetyl-coenzyme A transporter 1,1,0.999,5,17,17,17,3,2,3,2,3,4,3,2,3,2,3,4,3,2,3,2,3,4,3.92E+07,3.85E+07,4.01E+07,4.44E+07,4.13E+07,4.35E+07,1.45E+07,1.42E+07,1.42E+07,1.53E+07,1.46E+07,1.57E+07,
sp|O00401|WASL_HUMAN,O00401,WASL_HUMAN,WASL,505,Homo sapiens OX=9606,1:Experimental evidence at protein level,Neural Wiskott-Aldrich syndrome protein,0.9606,0.9774,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,9.81E+07,0,0,0,0,0,0,0,0,0,0,
sp|O00410|IPO5_HUMAN,O00410,IPO5_HUMAN,IPO5,1097,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin-5,1,0.999,26,152,149,152,25,26,28,21,26,26,25,26,28,21,25,24,25,26,28,21,26,26,1.15E+09,1.10E+09,1.13E+09,1.08E+09,1.11E+09,1.11E+09,2.04E+08,1.97E+08,2.03E+08,2.00E+08,2.06E+08,1.98E+08,
sp|O00411|RPOM_HUMAN,O00411,RPOM_HUMAN,POLRMT,1230,Homo sapiens OX=9606,1:Experimental evidence at protein level,"DNA-directed RNA polymerase, mitochondrial",0.7639,0.985,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.35E+07,1.39E+07,1.22E+07,1.29E+07,1.75E+07,1.63E+07,0,0,0,0,0,0,
sp|O00422|SAP18_HUMAN,O00422,SAP18_HUMAN,SAP18,153,Homo sapiens OX=9606,1:Experimental evidence at protein level,Histone deacetylase complex subunit SAP18,1,0.999,8,45,45,45,8,9,7,6,7,8,8,9,7,6,7,8,8,9,7,6,7,8,7.75E+08,7.39E+08,7.22E+08,6.35E+08,7.52E+08,6.25E+08,1.41E+08,1.33E+08,1.37E+08,1.39E+08,1.38E+08,1.36E+08,
sp|O00425|IF2B3_HUMAN,O00425,IF2B3_HUMAN,IGF2BP3,579,Homo sapiens OX=9606,1:Experimental evidence at protein level,Insulin-like growth factor 2 mRNA-binding protein 3,1,0.999,13,52,40,58,7,10,10,10,7,8,5,8,8,8,5,6,8,11,11,11,8,9,2.21E+08,2.61E+08,2.26E+08,2.39E+08,1.83E+08,2.10E+08,4.27E+07,4.28E+07,4.32E+07,4.32E+07,4.27E+07,4.30E+07,
sp|O00429|DNM1L_HUMAN,O00429,DNM1L_HUMAN,DNM1L,736,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dynamin-1-like protein,1,0.999,18,83,83,83,13,12,16,15,17,10,13,12,16,15,17,10,13,12,16,15,17,10,4.14E+08,4.42E+08,4.20E+08,3.98E+08,4.36E+08,4.30E+08,7.58E+07,7.34E+07,7.29E+07,7.46E+07,7.44E+07,7.57E+07,
sp|O00442|RTCA_HUMAN,O00442,RTCA_HUMAN,RTCA,366,Homo sapiens OX=9606,1:Experimental evidence at protein level,RNA 3'-terminal phosphate cyclase,0.9669,0.9983,1,4,4,4,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1576422.6,1578987.5,1439527,0,1433930.2,1475303.1,0,0,0,0,0,0,
sp|O00443|P3C2A_HUMAN,O00443,P3C2A_HUMAN,PIK3C2A,1686,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,0.9791,0.999,1,4,4,4,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,7251843.5,6694909,5741335,6373680.5,5860753,0,0,0,0,0,0,0,
sp|O00461|GOLI4_HUMAN,O00461,GOLI4_HUMAN,GOLIM4,696,Homo sapiens OX=9606,1:Experimental evidence at protein level,Golgi integral membrane protein 4,1,0.999,4,16,16,16,2,2,2,3,3,4,2,2,2,3,3,4,2,2,2,3,3,4,9.08E+07,1.09E+08,1.05E+08,9.80E+07,1.01E+08,1.09E+08,3.05E+07,3.33E+07,3.27E+07,3.32E+07,3.36E+07,3.22E+07,
sp|O00462|MANBA_HUMAN,O00462,MANBA_HUMAN,MANBA,879,Homo sapiens OX=9606,1:Experimental evidence at protein level,Beta-mannosidase,0.738,0.9704,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|O00469|PLOD2_HUMAN,O00469,PLOD2_HUMAN,PLOD2,737,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",1,0.999,17,84,84,84,14,15,16,14,12,13,14,15,16,14,12,13,14,15,16,14,12,13,5.93E+08,6.55E+08,6.72E+08,5.64E+08,6.23E+08,6.09E+08,1.06E+08,1.04E+08,1.06E+08,1.01E+08,1.06E+08,1.03E+08,
sp|O00471|EXOC5_HUMAN,O00471,EXOC5_HUMAN,EXOC5,708,Homo sapiens OX=9606,1:Experimental evidence at protein level,Exocyst complex component 5,1,0.999,3,9,9,9,1,3,1,2,1,1,1,3,1,2,1,1,1,3,1,2,1,1,6700912,2.68E+07,3.48E+07,7400223,6085688,7031536,0,2.16E+07,2.54E+07,0,0,0,
sp|O00479|HMGN4_HUMAN,O00479,HMGN4_HUMAN,HMGN4,90,Homo sapiens OX=9606,1:Experimental evidence at protein level,High mobility group nucleosome-binding domain-containing protein 4,0.9801,0.999,1,4,4,4,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1.82E+07,1.83E+07,1.90E+07,2.14E+07,1.99E+07,1.94E+07,0,0,0,0,0,0,
sp|O00483|NDUA4_HUMAN,O00483,NDUA4_HUMAN,NDUFA4,81,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome c oxidase subunit NDUFA4,1,0.999,5,45,45,45,7,7,5,5,6,15,7,7,5,5,6,15,7,7,5,5,6,15,5.92E+08,6.42E+08,6.03E+08,6.04E+08,6.00E+08,8.40E+08,3.81E+08,3.96E+08,3.73E+08,4.03E+08,3.99E+08,4.04E+08,
sp|O00487|PSDE_HUMAN,O00487,PSDE_HUMAN,PSMD14,310,Homo sapiens OX=9606,1:Experimental evidence at protein level,26S proteasome non-ATPase regulatory subunit 14,1,0.999,6,26,26,26,3,4,5,5,5,4,3,4,5,5,5,4,3,4,5,5,5,4,4.31E+08,3.57E+08,3.73E+08,3.43E+08,3.71E+08,3.61E+08,1.16E+08,1.07E+08,1.15E+08,1.12E+08,1.16E+08,1.17E+08,
sp|O00499|BIN1_HUMAN,O00499,BIN1_HUMAN,BIN1,593,Homo sapiens OX=9606,1:Experimental evidence at protein level,Myc box-dependent-interacting protein 1,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|O00505|IMA4_HUMAN,O00505,IMA4_HUMAN,KPNA3,521,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin subunit alpha-4,1,0.999,7,19,19,27,4,3,3,3,3,3,4,3,3,3,3,3,5,5,3,4,5,5,1.46E+08,1.38E+08,1.34E+08,1.47E+08,1.41E+08,1.43E+08,8.31E+07,8.36E+07,8.08E+07,8.68E+07,8.11E+07,8.61E+07,
sp|O00507|USP9Y_HUMAN,O00507,USP9Y_HUMAN,USP9Y,2555,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Probable ubiquitin carboxyl-terminal hydrolase FAF-Y,0.9998,0.9902,8,3,3,20,1,1,1,0,0,0,1,1,1,0,0,0,3,6,4,1,3,3,3.11E+08,2.95E+08,3.18E+08,3.74E+08,4.01E+08,3.59E+08,3.12E+08,0,3.15E+08,0,3.49E+08,0,
sp|O00541|PESC_HUMAN,O00541,PESC_HUMAN,PES1,588,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pescadillo homolog,1,0.999,16,98,98,98,18,13,15,22,17,13,18,13,15,22,17,13,18,13,15,22,17,13,1.17E+09,9.70E+08,9.48E+08,1.10E+09,1.07E+09,8.72E+08,1.75E+08,1.77E+08,1.76E+08,1.77E+08,1.77E+08,1.78E+08,
sp|O00560|SDCB1_HUMAN,O00560,SDCB1_HUMAN,SDCBP,298,Homo sapiens OX=9606,1:Experimental evidence at protein level,Syntenin-1,1,0.999,5,26,26,26,5,4,3,6,4,4,5,4,3,6,4,4,5,4,3,6,4,4,3.95E+07,3.63E+07,4.45E+07,5.58E+07,1.18E+08,1.32E+08,2.84E+07,2.61E+07,3.18E+07,4.01E+07,3.94E+07,3.75E+07,
sp|O00566|MPP10_HUMAN,O00566,MPP10_HUMAN,MPHOSPH10,681,Homo sapiens OX=9606,1:Experimental evidence at protein level,U3 small nucleolar ribonucleoprotein protein MPP10,1,0.999,5,21,21,21,4,4,3,4,3,3,4,4,3,4,3,3,4,4,3,4,3,3,1.52E+08,1.48E+08,1.53E+08,1.27E+08,1.22E+08,1.61E+08,7.33E+07,7.19E+07,7.45E+07,7.91E+07,7.38E+07,6.87E+07,
sp|O00567|NOP56_HUMAN,O00567,NOP56_HUMAN,NOP56,594,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nucleolar protein 56,1,0.999,21,112,112,112,19,20,18,18,20,17,19,20,18,18,20,17,19,20,18,18,20,17,1.29E+09,1.30E+09,1.30E+09,1.23E+09,1.22E+09,1.19E+09,1.57E+08,1.55E+08,1.56E+08,1.56E+08,1.54E+08,1.52E+08,
sp|O00571|DDX3X_HUMAN,O00571,DDX3X_HUMAN,DDX3X,662,Homo sapiens OX=9606,1:Experimental evidence at protein level,ATP-dependent RNA helicase DDX3X,1,0.999,33,187,56,194,32,30,32,30,33,30,9,9,9,9,11,9,33,30,33,31,35,32,4.22E+09,4.28E+09,4.29E+09,4.32E+09,4.26E+09,4.36E+09,4.80E+08,4.88E+08,4.92E+08,4.87E+08,4.91E+08,4.94E+08,
sp|O00584|RNT2_HUMAN,O00584,RNT2_HUMAN,RNASET2,256,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribonuclease T2,0.9748,0.9987,1,4,4,4,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,7536512,6386068,7708343,7651086,7718514,6951594,0,0,0,0,0,0,
sp|O00592|PODXL_HUMAN,O00592,PODXL_HUMAN,PODXL,558,Homo sapiens OX=9606,1:Experimental evidence at protein level,Podocalyxin,0.9995,0.999,3,13,13,13,3,2,1,2,2,3,3,2,1,2,2,3,3,2,1,2,2,3,7.21E+07,7.22E+07,7.04E+07,7.87E+07,7.19E+07,8.31E+07,0,0,0,0,5.19E+07,9.37E+07,
sp|O00625|PIR_HUMAN,O00625,PIR_HUMAN,PIR,290,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pirin,1,0.999,7,27,27,27,3,6,5,5,4,4,3,6,5,5,4,4,3,6,5,5,4,4,1.02E+08,1.50E+08,1.94E+08,1.43E+08,1.50E+08,1.41E+08,5.02E+07,4.99E+07,4.85E+07,4.90E+07,4.91E+07,4.93E+07,
sp|O00629|IMA3_HUMAN,O00629,IMA3_HUMAN,KPNA4,521,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin subunit alpha-3,1,0.999,8,31,23,31,5,5,4,6,5,6,4,3,4,5,3,4,5,5,4,6,5,6,3.61E+08,3.59E+08,3.63E+08,3.53E+08,4.08E+08,3.91E+08,8.72E+07,8.73E+07,8.94E+07,8.40E+07,9.91E+07,9.57E+07,
sp|O00743|PPP6_HUMAN,O00743,PPP6_HUMAN,PPP6C,305,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 6 catalytic subunit,1,0.999,2,13,13,13,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,5.20E+07,4.94E+07,4.03E+07,5.23E+07,6.61E+07,5.59E+07,2.26E+07,2.17E+07,2.22E+07,2.30E+07,2.67E+07,2.40E+07,
sp|O00746|NDKM_HUMAN,O00746,NDKM_HUMAN,NME4,187,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Nucleoside diphosphate kinase, mitochondrial",1,0.999,3,13,13,13,3,2,1,3,2,2,3,2,1,3,2,2,3,2,1,3,2,2,8.78E+07,8.04E+07,8.12E+07,7.77E+07,9.25E+07,6.89E+07,3.99E+07,4.19E+07,4.31E+07,4.02E+07,4.01E+07,4.68E+07,
sp|O00754|MA2B1_HUMAN,O00754,MA2B1_HUMAN,MAN2B1,1011,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lysosomal alpha-mannosidase,0.9747,0.9987,1,4,4,4,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,2364215.8,0,3160470.8,3861092.2,4239892,3154148.5,0,0,0,0,0,0,
sp|O00764|PDXK_HUMAN,O00764,PDXK_HUMAN,PDXK,312,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pyridoxal kinase,1,0.999,6,28,28,28,3,5,5,6,4,5,3,5,5,6,4,5,3,5,5,6,4,5,1.86E+08,1.86E+08,1.85E+08,2.01E+08,1.33E+08,1.94E+08,7.25E+07,7.81E+07,7.40E+07,7.20E+07,7.38E+07,7.55E+07,
sp|O00767|SCD_HUMAN,O00767,SCD_HUMAN,SCD,359,Homo sapiens OX=9606,1:Experimental evidence at protein level,Stearoyl-CoA desaturase,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.92E+07,2.86E+07,2.65E+07,2.10E+07,2.48E+07,2.81E+07,0,0,0,0,0,0,
sp|O14497|ARI1A_HUMAN,O14497,ARI1A_HUMAN,ARID1A,2285,Homo sapiens OX=9606,1:Experimental evidence at protein level,AT-rich interactive domain-containing protein 1A,0.9997,0.999,2,5,5,5,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1.12E+07,1.02E+07,1.17E+07,3.07E+07,1.10E+07,0,0,0,0,0,0,
sp|O14519|CDKA1_HUMAN,O14519,CDKA1_HUMAN,CDK2AP1,115,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cyclin-dependent kinase 2-associated protein 1,0.9999,0.9985,2,9,0,9,2,1,2,2,1,1,0,0,0,0,0,0,2,1,2,2,1,1,6.73E+07,6.76E+07,6.14E+07,9.68E+07,1.12E+08,6.71E+07,5.36E+07,5.37E+07,4.87E+07,6.69E+07,7.49E+07,4.98E+07,sp|O75956|CDKA2_HUMAN
sp|O14524|NEMP1_HUMAN,O14524,NEMP1_HUMAN,NEMP1,444,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nuclear envelope integral membrane protein 1,0.9346,0.9966,1,4,4,4,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1.93E+07,1.68E+07,1.79E+07,1.88E+07,1.93E+07,1.96E+07,0,0,0,0,0,0,
sp|O14548|COX7R_HUMAN,O14548,COX7R_HUMAN,COX7A2L,114,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",1,0.999,4,24,24,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.24E+08,2.37E+08,2.34E+08,2.39E+08,2.26E+08,2.28E+08,7.21E+07,7.65E+07,7.49E+07,7.60E+07,7.24E+07,7.32E+07,
sp|O14561|ACPM_HUMAN,O14561,ACPM_HUMAN,NDUFAB1,156,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Acyl carrier protein, mitochondrial",1,0.999,4,30,30,30,5,7,2,5,6,5,5,7,2,5,6,5,5,7,2,5,6,5,3.35E+08,3.82E+08,3.88E+08,4.55E+08,3.94E+08,4.69E+08,1.76E+08,1.79E+08,1.77E+08,1.68E+08,1.81E+08,1.76E+08,
sp|O14562|UBFD1_HUMAN,O14562,UBFD1_HUMAN,UBFD1,309,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin domain-containing protein UBFD1,0.974,0.9987,1,2,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1.23E+07,1.44E+07,0,9779418,1.10E+07,0,0,0,0,0,0,
sp|O14578|CTRO_HUMAN,O14578,CTRO_HUMAN,CIT,2027,Homo sapiens OX=9606,1:Experimental evidence at protein level,Citron Rho-interacting kinase,1,0.999,10,25,25,25,4,4,3,4,4,6,4,4,3,4,4,6,4,4,3,4,4,6,5.50E+07,7.34E+07,5.19E+07,7.33E+08,1.07E+08,7.30E+08,7.36E+07,7.03E+07,6.58E+07,7.52E+07,7.25E+07,7.25E+07,
sp|O14579|COPE_HUMAN,O14579,COPE_HUMAN,COPE,308,Homo sapiens OX=9606,1:Experimental evidence at protein level,Coatomer subunit epsilon,1,0.999,6,29,29,29,4,6,6,3,5,5,4,6,6,3,5,5,4,6,6,3,5,5,1.40E+08,1.42E+08,1.46E+08,1.33E+08,1.44E+08,1.44E+08,4.88E+07,4.99E+07,4.96E+07,4.58E+07,5.04E+07,4.92E+07,
sp|O14617|AP3D1_HUMAN,O14617,AP3D1_HUMAN,AP3D1,1153,Homo sapiens OX=9606,1:Experimental evidence at protein level,AP-3 complex subunit delta-1,1,0.999,6,34,34,34,5,5,7,5,6,6,5,5,7,5,6,6,5,5,7,5,6,6,8.84E+07,7.63E+07,8.35E+07,6.77E+07,7.88E+07,7.60E+07,4.67E+07,4.57E+07,4.49E+07,3.72E+07,4.09E+07,3.99E+07,
sp|O14639|ABLM1_HUMAN,O14639,ABLM1_HUMAN,ABLIM1,778,Homo sapiens OX=9606,1:Experimental evidence at protein level,Actin-binding LIM protein 1,0.7566,0.9755,1,4,4,4,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|O14646|CHD1_HUMAN,O14646,CHD1_HUMAN,CHD1,1710,Homo sapiens OX=9606,1:Experimental evidence at protein level,Chromodomain-helicase-DNA-binding protein 1,1,0.999,5,13,13,13,2,1,3,2,2,3,2,1,3,2,2,3,2,1,3,2,2,3,2.86E+07,2.72E+07,6.74E+07,4.52E+07,5.92E+07,4.96E+07,2.20E+07,2.28E+07,2.54E+07,2.15E+07,2.24E+07,2.30E+07,
sp|O14653|GOSR2_HUMAN,O14653,GOSR2_HUMAN,GOSR2,212,Homo sapiens OX=9606,1:Experimental evidence at protein level,Golgi SNAP receptor complex member 2,0.9788,0.9989,1,4,4,4,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,3.90E+07,3.87E+07,4.21E+07,4.30E+07,4.51E+07,4.29E+07,0,0,0,0,0,0,
sp|O14656|TOR1A_HUMAN,O14656,TOR1A_HUMAN,TOR1A,332,Homo sapiens OX=9606,1:Experimental evidence at protein level,Torsin-1A,1,0.999,2,13,13,13,1,3,2,2,2,3,1,3,2,2,2,3,1,3,2,2,2,3,4.99E+07,5.20E+07,5.06E+07,3.50E+07,5.24E+07,5.35E+07,2.90E+07,3.09E+07,3.11E+07,3.02E+07,3.52E+07,3.21E+07,
sp|O14657|TOR1B_HUMAN,O14657,TOR1B_HUMAN,TOR1B,336,Homo sapiens OX=9606,1:Experimental evidence at protein level,Torsin-1B,1,0.999,2,8,8,8,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2.98E+07,2.91E+07,3.15E+07,3.16E+07,3.44E+07,3.05E+07,2.09E+07,2.07E+07,2.33E+07,2.18E+07,2.52E+07,2.20E+07,
sp|O14662|STX16_HUMAN,O14662,STX16_HUMAN,STX16,325,Homo sapiens OX=9606,1:Experimental evidence at protein level,Syntaxin-16,0.9467,0.9972,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|O14672|ADA10_HUMAN,O14672,ADA10_HUMAN,ADAM10,748,Homo sapiens OX=9606,1:Experimental evidence at protein level,Disintegrin and metalloproteinase domain-containing protein 10,1,0.999,7,33,33,33,5,4,7,5,5,7,5,4,7,5,5,7,5,4,7,5,5,7,2.90E+08,2.94E+08,2.71E+08,2.62E+08,2.85E+08,2.97E+08,6.64E+07,6.80E+07,6.66E+07,6.67E+07,6.55E+07,6.63E+07,
sp|O14681|EI24_HUMAN,O14681,EI24_HUMAN,EI24,340,Homo sapiens OX=9606,1:Experimental evidence at protein level,Etoposide-induced protein 2.4 homolog,0.9722,0.9986,1,4,4,4,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,3991706,3230316.5,4097823.5,4313418,3819785,3793948.2,0,0,0,0,0,0,
sp|O14683|P5I11_HUMAN,O14683,P5I11_HUMAN,TP53I11,189,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tumor protein p53-inducible protein 11,0.9996,0.999,2,2,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3.00E+07,3.38E+07,3.23E+07,0,3.49E+07,0,0,0,0,0,0,0,
sp|O14684|PTGES_HUMAN,O14684,PTGES_HUMAN,PTGES,152,Homo sapiens OX=9606,1:Experimental evidence at protein level,Prostaglandin E synthase,1,0.9988,2,11,11,11,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,9.59E+07,8.69E+07,8.88E+07,8.93E+07,8.60E+07,8.99E+07,6.74E+07,6.18E+07,6.54E+07,6.81E+07,6.44E+07,6.62E+07,
sp|O14734|ACOT8_HUMAN,O14734,ACOT8_HUMAN,ACOT8,319,Homo sapiens OX=9606,1:Experimental evidence at protein level,Acyl-coenzyme A thioesterase 8,1,0.999,2,10,10,10,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2.27E+07,2.14E+07,2.14E+07,2.21E+07,2.23E+07,2.19E+07,1.52E+07,1.48E+07,1.47E+07,1.51E+07,1.54E+07,1.49E+07,
sp|O14735|CDIPT_HUMAN,O14735,CDIPT_HUMAN,CDIPT,213,Homo sapiens OX=9606,1:Experimental evidence at protein level,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,1,0.999,2,13,13,13,2,2,3,1,2,3,2,2,3,1,2,3,2,2,3,1,2,3,2.75E+07,2.38E+07,2.81E+07,1.95E+07,1.91E+07,2.18E+07,1.37E+07,1.19E+07,1.38E+07,1.07E+07,1.05E+07,1.10E+07,
sp|O14737|PDCD5_HUMAN,O14737,PDCD5_HUMAN,PDCD5,125,Homo sapiens OX=9606,1:Experimental evidence at protein level,Programmed cell death protein 5,1,0.999,7,48,48,48,8,9,7,8,8,8,8,9,7,8,8,8,8,9,7,8,8,8,4.99E+08,4.96E+08,4.79E+08,5.13E+08,5.26E+08,5.02E+08,1.58E+08,1.59E+08,1.57E+08,1.63E+08,1.67E+08,1.61E+08,
sp|O14744|ANM5_HUMAN,O14744,ANM5_HUMAN,PRMT5,637,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein arginine N-methyltransferase 5,1,0.999,18,64,64,64,9,10,12,12,10,11,9,10,12,12,10,11,9,10,12,12,10,11,5.57E+08,5.92E+08,5.37E+08,6.55E+08,6.09E+08,5.95E+08,8.08E+07,8.16E+07,8.41E+07,8.30E+07,8.35E+07,8.21E+07,
sp|O14745|NHRF1_HUMAN,O14745,NHRF1_HUMAN,SLC9A3R1,358,Homo sapiens OX=9606,1:Experimental evidence at protein level,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,1,0.999,5,24,24,24,3,4,4,4,4,5,3,4,4,4,4,5,3,4,4,4,4,5,3.26E+08,3.32E+08,3.29E+08,3.25E+08,3.06E+08,3.10E+08,1.45E+08,1.49E+08,1.48E+08,1.46E+08,1.38E+08,1.39E+08,
sp|O14763|TR10B_HUMAN,O14763,TR10B_HUMAN,TNFRSF10B,440,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tumor necrosis factor receptor superfamily member 10B,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1466595,2039064.5,2004489.4,1342258.9,1779523.1,1770421.2,0,0,0,0,0,0,
sp|O14773|TPP1_HUMAN,O14773,TPP1_HUMAN,TPP1,563,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tripeptidyl-peptidase 1,1,0.999,3,15,15,15,4,2,3,2,1,3,4,2,3,2,1,3,4,2,3,2,1,3,8.63E+07,3.67E+07,8.45E+07,7258496,7775322,3.48E+07,1.78E+07,1.92E+07,1.93E+07,1.52E+07,1.62E+07,1.82E+07,
sp|O14776|TCRG1_HUMAN,O14776,TCRG1_HUMAN,TCERG1,1098,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transcription elongation regulator 1,1,0.999,13,58,58,58,10,10,7,10,13,8,10,10,7,10,13,8,10,10,7,10,13,8,4.41E+08,4.51E+08,3.88E+08,5.36E+08,4.69E+08,4.40E+08,7.48E+07,7.73E+07,7.59E+07,8.26E+07,8.00E+07,7.49E+07,
